userId,movieId,rating,timestamp
u1,m1,4.0,964982703
u1,m3,4.0,964981247
u1,m6,4.0,964982224
u1,m70,3.0,964982400
u1,m101,5.0,964980868
u1,m110,4.0,964982176
u1,m216,5.0,964981208
u1,m223,3.0,964980985
u1,m231,5.0,964981179
u1,m235,4.0,964980908
u1,m260,5.0,964981680
u1,m316,3.0,964982310
u1,m333,5.0,964981179
u1,m349,4.0,964982563
u1,m356,4.0,964980962
u1,m362,5.0,964982588
u1,m367,4.0,964981710
u1,m423,3.0,964982363
u1,m441,4.0,964980868
u1,m457,5.0,964981909
u1,m480,4.0,964982346
u1,m500,3.0,964981208
u1,m543,4.0,964981179
u1,m552,4.0,964982653
u1,m590,4.0,964982546
u1,m592,4.0,964982271
u1,m596,5.0,964982838
u1,m648,3.0,964982563
u1,m661,5.0,964982838
u1,m673,3.0,964981775
u1,m733,4.0,964982400
u1,m736,3.0,964982653
u1,m804,4.0,964980499
u1,m919,5.0,964982475
u1,m923,5.0,964981529
u1,m940,5.0,964982176
u1,m1009,3.0,964981775
u1,m1023,5.0,964982681
u1,m1024,5.0,964982876
u1,m1025,5.0,964982791
u1,m1029,5.0,964982855
u1,m1031,5.0,964982653
u1,m1032,5.0,964982791
u1,m1042,4.0,964981179
u1,m1049,5.0,964982400
u1,m1060,4.0,964980924
u1,m1073,5.0,964981680
u1,m1080,5.0,964981327
u1,m1097,5.0,964981680
u1,m1127,4.0,964982513
u1,m1136,5.0,964981327
u1,m1196,5.0,964981827
u1,m1197,5.0,964981872
u1,m1198,5.0,964981827
u1,m1210,5.0,964980499
u1,m1214,4.0,964981855
u1,m1220,5.0,964981909
u1,m1222,5.0,964981909
u1,m1256,5.0,964981442
u1,m1275,5.0,964982290
u1,m1282,5.0,964982703
u1,m1291,5.0,964981909
u1,m1377,3.0,964982653
u1,m1408,3.0,964982310
u1,m1473,4.0,964980875
u1,m1500,4.0,964980985
u1,m1517,5.0,964981107
u1,m1552,4.0,964982620
u1,m1573,5.0,964982290
u1,m1580,3.0,964981125
u1,m1587,5.0,964982346
u1,m1676,3.0,964982620
u1,m1732,5.0,964981125
u1,m1777,4.0,964981230
u1,m1793,4.0,964981404
u1,m1920,4.0,964981780
u1,m1927,5.0,964981497
u1,m1954,5.0,964982176
u1,m1967,4.0,964981710
u1,m2000,4.0,964982211
u1,m2005,5.0,964981710
u1,m2018,5.0,964980523
u1,m2028,4.0,964981888
u1,m2046,4.0,964982563
u1,m2048,5.0,964982791
u1,m2054,4.0,964981747
u1,m2058,5.0,964982400
u1,m2078,5.0,964982838
u1,m2090,5.0,964982838
u1,m2093,3.0,964981710
u1,m2094,5.0,964982653
u1,m2096,4.0,964982838
u1,m2099,4.0,964982588
u1,m2105,4.0,964981725
u1,m2115,5.0,964982529
u1,m2116,5.0,964982876
u1,m2137,5.0,964982791
u1,m2139,5.0,964982791
u1,m2141,5.0,964982838
u1,m2143,4.0,964981725
u1,m2161,5.0,964981710
u1,m2174,4.0,964981680
u1,m2193,4.0,964981710
u1,m2253,2.0,964981775
u1,m2273,4.0,964982310
u1,m2366,4.0,964982462
u1,m2395,5.0,964981093
u1,m2406,4.0,964982310
u1,m2414,3.0,964982513
u1,m2427,5.0,964982242
u1,m2450,4.0,964982620
u1,m2470,5.0,964982588
u1,m2502,5.0,964981278
u1,m2528,3.0,964982328
u1,m2529,5.0,964982242
u1,m2542,5.0,964981265
u1,m2571,5.0,964981888
u1,m2596,5.0,964981144
u1,m2617,2.0,964982588
u1,m2628,4.0,964980523
u1,m2640,4.0,964982377
u1,m2641,5.0,964982620
u1,m2692,5.0,964981855
u1,m2700,5.0,964980985
u1,m2761,5.0,964982703
u1,m2797,4.0,964981710
u1,m2826,4.0,964980523
u1,m2858,5.0,964980868
u1,m2872,5.0,964981680
u1,m2899,5.0,964982703
u1,m2916,4.0,964982290
u1,m2944,5.0,964981872
u1,m2947,5.0,964982176
u1,m2948,5.0,964982191
u1,m2949,5.0,964981888
u1,m2987,5.0,964982495
u1,m2991,5.0,964982271
u1,m2993,5.0,964982242
u1,m2997,4.0,964980896
u1,m3034,5.0,964982791
u1,m3052,5.0,964981208
u1,m3062,4.0,964981872
u1,m3168,4.0,964982495
u1,m3243,3.0,964981093
u1,m3253,5.0,964981107
u1,m3439,4.0,964981799
u1,m3440,4.0,964981799
u1,m3441,5.0,964982328
u1,m3450,5.0,964981144
u1,m3479,4.0,964981725
u1,m3489,4.0,964981775
u1,m3527,4.0,964982271
u1,m3578,5.0,964980668
u1,m3617,4.0,964980683
u1,m3639,4.0,964982271
u1,m3671,5.0,964981589
u1,m3703,5.0,964981909
u1,m3729,5.0,964982363
u1,m3740,4.0,964982417
u1,m3744,4.0,964980694
u1,m3793,5.0,964981855
u1,m3809,4.0,964981220
u2,m318,3.0,1445714835
u2,m333,4.0,1445715029
u2,m3578,4.0,1445714885
u2,m6874,4.0,1445714952
u2,m8798,3.5,1445714960
u2,m46970,4.0,1445715013
u2,m48516,4.0,1445715064
u2,m58559,4.5,1445715141
u2,m60756,5.0,1445714980
u2,m71535,3.0,1445714974
u2,m74458,4.0,1445714926
u2,m77455,3.0,1445714941
u2,m79132,4.0,1445714841
u2,m91529,3.5,1445714891
u2,m91658,2.5,1445714938
u2,m99114,3.5,1445714874
u2,m106782,5.0,1445714966
u2,m112552,4.0,1445714882
u2,m115713,3.5,1445714854
u2,m131724,5.0,1445714851
u3,m31,0.5,1306463578
u3,m647,0.5,1306463619
u3,m720,0.5,1306463595
u3,m849,5.0,1306463611
u3,m914,0.5,1306463567
u3,m1093,0.5,1306463627
u3,m1263,0.5,1306463569
u3,m1272,0.5,1306463624
u3,m1275,3.5,1306463323
u3,m1371,3.0,1306463561
u3,m1587,4.5,1306464003
u3,m2080,0.5,1306463572
u3,m2105,2.0,1306463559
u3,m2288,4.0,1306463631
u3,m2851,5.0,1306463925
u3,m3210,0.5,1306463638
u3,m3703,5.0,1306463603
u3,m4518,5.0,1306463770
u3,m5181,5.0,1306463718
u3,m5746,5.0,1306463708
u3,m5764,4.5,1306464021
u3,m5919,5.0,1306463825
u3,m6835,5.0,1306463670
u3,m7899,4.5,1306464036
u3,m7991,5.0,1306463684
u3,m26409,4.5,1306463993
u3,m70946,5.0,1306463815
u4,m32,2.0,945173447
u4,m47,2.0,945173425
u4,m52,3.0,964622786
u4,m58,3.0,964538444
u4,m125,5.0,964622758
u4,m162,5.0,945078571
u4,m171,3.0,945078428
u4,m176,5.0,964622565
u4,m190,2.0,945079259
u4,m215,5.0,945079078
u4,m222,1.0,945629040
u4,m232,5.0,964622684
u4,m235,2.0,945173513
u4,m260,5.0,945079259
u4,m265,5.0,964538468
u4,m296,1.0,945173350
u4,m319,5.0,945079182
u4,m342,5.0,964538500
u4,m345,4.0,945629063
u4,m348,4.0,964622786
u4,m357,3.0,964623306
u4,m368,4.0,945078690
u4,m417,2.0,945078467
u4,m457,5.0,945079259
u4,m475,5.0,945174290
u4,m492,5.0,945079872
u4,m509,1.0,945079106
u4,m538,5.0,945078636
u4,m539,1.0,964538832
u4,m553,2.0,945079301
u4,m588,4.0,945079670
u4,m593,5.0,964539986
u4,m595,3.0,986848609
u4,m599,2.0,945078587
u4,m608,5.0,964540008
u4,m648,3.0,945079906
u4,m759,3.0,945078601
u4,m800,4.0,945079106
u4,m892,4.0,964622714
u4,m898,5.0,964623347
u4,m899,4.0,945079653
u4,m902,4.0,945078446
u4,m904,4.0,945079837
u4,m908,5.0,945173902
u4,m910,5.0,945173989
u4,m912,5.0,945173902
u4,m914,5.0,945079670
u4,m919,5.0,945079521
u4,m920,5.0,945173602
u4,m930,5.0,964538571
u4,m1025,4.0,945079232
u4,m1046,5.0,945173654
u4,m1057,3.0,964540578
u4,m1073,4.0,945079483
u4,m1077,5.0,945173692
u4,m1079,2.0,945078946
u4,m1084,5.0,945079259
u4,m1086,5.0,964539723
u4,m1094,3.0,964538500
u4,m1103,5.0,964539723
u4,m1179,4.0,964539180
u4,m1183,1.0,964778513
u4,m1188,5.0,964538500
u4,m1196,5.0,964538763
u4,m1197,5.0,964538763
u4,m1198,3.0,964538728
u4,m1199,2.0,945078967
u4,m1203,5.0,945174025
u4,m1211,1.0,964539205
u4,m1213,4.0,945079729
u4,m1219,4.0,964539961
u4,m1225,4.0,964539326
u4,m1250,5.0,945174008
u4,m1259,4.0,964538728
u4,m1265,4.0,964622684
u4,m1282,5.0,945079653
u4,m1283,5.0,945078690
u4,m1288,4.0,945079653
u4,m1291,4.0,964538763
u4,m1304,3.0,945078467
u4,m1391,1.0,945173766
u4,m1449,5.0,945079767
u4,m1466,4.0,945173492
u4,m1500,4.0,964622830
u4,m1517,4.0,945079790
u4,m1597,1.0,945079906
u4,m1617,2.0,945079837
u4,m1641,4.0,964622758
u4,m1704,1.0,945629015
u4,m1719,4.0,945079956
u4,m1732,4.0,945079889
u4,m1733,5.0,945079143
u4,m1734,3.0,964539357
u4,m1834,5.0,945174134
u4,m1883,4.0,964622642
u4,m1885,3.0,964622617
u4,m1892,2.0,964539431
u4,m1895,4.0,945629179
u4,m1907,3.0,964540505
u4,m1914,4.0,964622714
u4,m1947,5.0,945079653
u4,m1966,2.0,964622684
u4,m1967,5.0,945078967
u4,m2019,2.0,945078690
u4,m2076,4.0,945079052
u4,m2078,5.0,945079521
u4,m2174,5.0,964539855
u4,m2186,5.0,945174008
u4,m2203,4.0,945079729
u4,m2204,5.0,964540008
u4,m2282,1.0,945629238
u4,m2324,1.0,964622590
u4,m2336,2.0,964538964
u4,m2351,4.0,945078467
u4,m2359,4.0,964622590
u4,m2390,5.0,945079164
u4,m2395,3.0,964623306
u4,m2467,4.0,945079858
u4,m2571,1.0,945173385
u4,m2583,5.0,945078863
u4,m2599,5.0,964622684
u4,m2683,4.0,945079790
u4,m2692,5.0,945079013
u4,m2712,2.0,945078542
u4,m2762,4.0,964539986
u4,m2763,1.0,964778621
u4,m2770,2.0,945173553
u4,m2791,5.0,964539628
u4,m2843,5.0,945078814
u4,m2858,5.0,964539140
u4,m2921,4.0,945078708
u4,m2959,2.0,945078528
u4,m2973,2.0,945078946
u4,m2997,4.0,986848610
u4,m3044,5.0,945079920
u4,m3079,3.0,964778197
u4,m3083,5.0,964622487
u4,m3160,4.0,964539121
u4,m3175,1.0,964538930
u4,m3176,4.0,964539771
u4,m3204,4.0,964539828
u4,m3255,4.0,964623306
u4,m3358,3.0,964622758
u4,m3365,5.0,964538329
u4,m3386,4.0,964539395
u4,m3481,2.0,964538243
u4,m3508,5.0,964538351
u4,m3788,3.0,964539085
u4,m4074,3.0,986848665
u4,m4144,3.0,986848685
u4,m4239,5.0,986848685
u5,m1,4.0,847434962
u5,m21,4.0,847435238
u5,m34,4.0,847434881
u5,m39,3.0,847434961
